CustomerID,recency_dist,Recency_level,frequency_buy,Frequency_level,monetary_total,Monetary_level,RFM_customer_type,period_criteria,NES_customer_type
12397,58.0,2,2,1,2409.9,3,At Risk,1.894730533222161,E1 Sleepy Customer
12398,68.0,2,1,1,1635.6599999999999,2,Lost,2.221408211363913,E1 Sleepy Customer
12399,142.0,1,4,2,1108.65,2,Lost,4.638823029612877,Sleeping Customer
12401,326.0,1,1,1,84.3,1,Lost,10.64969230742111,Sleeping Customer
12402,346.0,1,1,1,225.6,1,Lost,11.303047663704614,Sleeping Customer
12403,72.0,2,1,1,427.7,1,Lost,2.3520792826206134,E1 Sleepy Customer
12405,171.0,1,1,1,1710.39,2,Lost,5.586188296223957,Sleeping Customer
12406,45.0,3,2,1,3415.3,3,Need Attention,1.4700495516378835,E0 Main Customer
12407,72.0,2,5,2,1708.1200000000001,2,Lost,2.3520792826206134,E1 Sleepy Customer
12408,55.0,2,5,2,2888.55,3,At Risk,1.7967272297796353,E1 Sleepy Customer
12409,101.0,1,3,1,11072.67,5,At Risk,3.2994445492316937,Sleeping Customer
12410,331.0,1,2,1,693.3299999999999,1,Lost,10.813031146491987,Sleeping Customer
12412,97.0,1,3,1,1226.88,2,Lost,3.168773477974993,Sleeping Customer
12413,89.0,1,3,1,758.1,1,Lost,2.9074313354615917,E2 Asleep Customer
12414,240.0,1,3,1,562.41,1,Lost,7.840264275402045,Sleeping Customer
12415,47.0,2,21,5,124914.53,5,Cannot Lose Them,1.5353850872662338,E1 Sleepy Customer
12417,26.0,5,9,3,3649.1,4,Loyal Customers,0.8493619631685548,E0 Main Customer
12418,135.0,1,1,1,668.58,1,Lost,4.41014865491365,Sleeping Customer
12420,86.0,1,1,1,600.39,1,Lost,2.809428032019066,E2 Asleep Customer
12421,38.0,3,4,2,807.04,1,About To Sleep,1.2413751769386572,E0 Main Customer
12422,118.0,1,3,1,803.5600000000001,1,Lost,3.854796602072672,Sleeping Customer
12423,23.0,5,8,3,1859.31,2,Potential Loyalist,0.7513586597260293,E0 Main Customer
12424,185.0,1,2,1,1760.96,2,Lost,6.04353704562241,Sleeping Customer
12425,101.0,1,1,1,777.2,1,Lost,3.2994445492316937,Sleeping Customer
12426,217.0,1,1,1,582.73,1,Lost,7.0889056156760155,Sleeping Customer
12427,44.0,3,3,1,825.8,1,About To Sleep,1.4373817838237082,E0 Main Customer
12428,48.0,2,9,3,7956.46,4,At Risk,1.568052855080409,E1 Sleepy Customer
12429,32.0,4,4,2,3750.4,4,Others,1.045368570053606,E0 Main Customer
12430,66.0,2,1,1,256.4,1,Lost,2.156072675735562,E1 Sleepy Customer
12431,58.0,2,15,4,6487.45,4,Cannot Lose Them,1.894730533222161,E1 Sleepy Customer
12432,65.0,2,5,2,5059.32,4,At Risk,2.1234049079213873,E1 Sleepy Customer
12433,23.0,5,7,3,13375.87,5,Loyal Customers,0.7513586597260293,E0 Main Customer
12434,107.0,1,2,1,806.14,1,Lost,3.495451156116745,Sleeping Customer
12435,102.0,1,2,1,7829.89,4,At Risk,3.332112317045869,Sleeping Customer
12436,122.0,1,1,1,509.01,1,Lost,3.985467673329373,Sleeping Customer
12437,24.0,5,18,4,4951.41,4,Champions,0.7840264275402045,E0 Main Customer
12438,37.0,3,2,1,2906.85,3,Need Attention,1.2087074091244818,E0 Main Customer
12441,389.0,1,1,1,173.55,1,Lost,12.707761679714148,Sleeping Customer
12442,26.0,5,1,1,172.06,1,New Customers,0.8493619631685548,New Customer
12444,44.0,3,5,2,5005.46,4,Others,1.4373817838237082,E0 Main Customer
12445,45.0,3,1,1,133.4,1,About To Sleep,1.4700495516378835,E0 Main Customer
12446,80.0,2,1,1,1002.3100000000001,2,Lost,2.613421425134015,E2 Asleep Customer
12447,266.0,1,1,1,476.49,1,Lost,8.6896262385706,Sleeping Customer
12448,67.0,2,1,1,449.45,1,Lost,2.1887404435497375,E1 Sleepy Customer
12449,45.0,3,4,2,4067.29,4,Others,1.4700495516378835,E0 Main Customer
12450,179.0,1,2,1,197.88,1,Lost,5.847530438737358,Sleeping Customer
12451,33.0,4,5,2,9035.52,5,Others,1.078036337867781,E0 Main Customer
12452,39.0,3,2,1,430.57,1,About To Sleep,1.2740429447528323,E0 Main Customer
12453,157.0,1,1,1,707.09,1,Lost,5.128839546825504,Sleeping Customer
12454,79.0,2,1,1,3528.34,3,At Risk,2.58075365731984,E2 Asleep Customer
12455,96.0,1,6,3,2466.86,3,At Risk,3.136105710160818,Sleeping Customer
12456,67.0,2,3,1,3181.04,3,At Risk,2.1887404435497375,E1 Sleepy Customer
12457,89.0,1,7,3,2363.23,3,At Risk,2.9074313354615917,E2 Asleep Customer
12458,94.0,1,2,1,947.4,2,Lost,3.0707701745324676,Sleeping Customer
12461,117.0,1,2,1,826.88,1,Lost,3.8221288342584967,Sleeping Customer
12462,41.0,3,2,1,1189.59,2,About To Sleep,1.3393784803811826,E0 Main Customer
12463,76.0,2,4,2,1344.78,2,Lost,2.4827503538773144,E1 Sleepy Customer
12464,33.0,4,8,3,1212.05,2,Potential Loyalist,1.078036337867781,E0 Main Customer
12465,40.0,3,2,1,742.1899999999999,1,About To Sleep,1.3067107125670074,E0 Main Customer
12468,210.0,1,2,1,729.5400000000001,1,Lost,6.860231240976789,Sleeping Customer
12471,25.0,5,30,5,19824.05,5,Champions,0.8166941953543797,E0 Main Customer
12472,55.0,2,7,3,6572.11,4,At Risk,1.7967272297796353,E1 Sleepy Customer
12473,52.0,2,5,2,3938.5499999999997,4,At Risk,1.6987239263371097,E1 Sleepy Customer
12474,40.0,3,18,4,7375.79,4,Loyal Customers,1.3067107125670074,E0 Main Customer
12475,76.0,2,1,1,723.38,1,Lost,2.4827503538773144,E1 Sleepy Customer
12476,38.0,3,11,4,6816.42,4,Loyal Customers,1.2413751769386572,E0 Main Customer
12477,45.0,3,6,3,13219.74,5,Loyal Customers,1.4700495516378835,E0 Main Customer
12478,26.0,5,1,1,680.99,1,New Customers,0.8493619631685548,New Customer
12479,34.0,3,1,1,527.2,1,About To Sleep,1.1107041056819564,E0 Main Customer
12480,51.0,2,4,2,3281.63,3,At Risk,1.6660561585229345,E1 Sleepy Customer
12481,45.0,3,10,4,5596.32,4,Loyal Customers,1.4700495516378835,E0 Main Customer
12483,40.0,3,8,3,2484.98,3,Need Attention,1.3067107125670074,E0 Main Customer
12484,55.0,2,6,3,4541.72,4,At Risk,1.7967272297796353,E1 Sleepy Customer
12488,32.0,4,3,1,1298.66,2,New Customers,1.045368570053606,E0 Main Customer
12489,359.0,1,1,1,334.93,1,Lost,11.727728645288892,Sleeping Customer
12490,28.0,4,10,4,5417.93,4,Champions,0.9146974987969052,E0 Main Customer
12491,61.0,2,1,1,460.40000000000003,1,Lost,1.9927338366646865,E1 Sleepy Customer
12492,86.0,1,2,1,263.21000000000004,1,Lost,2.809428032019066,E2 Asleep Customer
12493,188.0,1,2,1,433.74,1,Lost,6.141540349064935,Sleeping Customer
12494,38.0,3,7,3,1246.1000000000001,2,Need Attention,1.2413751769386572,E0 Main Customer
12497,104.0,1,1,1,1043.1,2,Lost,3.3974478526742193,Sleeping Customer
12498,44.0,3,3,1,403.70000000000005,1,About To Sleep,1.4373817838237082,E0 Main Customer
12500,46.0,3,11,4,4257.82,4,Loyal Customers,1.5027173194520587,E1 Sleepy Customer
12501,359.0,1,1,1,2169.39,3,At Risk,11.727728645288892,Sleeping Customer
12502,118.0,1,5,2,3723.87,4,At Risk,3.854796602072672,Sleeping Customer
12504,41.0,3,2,1,482.04999999999995,1,About To Sleep,1.3393784803811826,E0 Main Customer
12506,255.0,1,1,1,73.5,1,Lost,8.330280792614673,Sleeping Customer
12507,157.0,1,3,1,1304.81,2,Lost,5.128839546825504,Sleeping Customer
12508,49.0,2,2,1,398.27,1,Lost,1.6007206228945843,E1 Sleepy Customer
12509,307.0,1,1,1,176.5,1,Lost,10.029004718951782,Sleeping Customer
12510,165.0,1,2,1,982.5699999999999,2,Lost,5.390181689338906,Sleeping Customer
12512,89.0,1,2,1,138.03,1,Lost,2.9074313354615917,E2 Asleep Customer
12513,135.0,1,1,1,612.29,1,Lost,4.41014865491365,Sleeping Customer
12514,290.0,1,1,1,1017.68,2,Lost,9.473652666110805,Sleeping Customer
12515,376.0,1,1,1,383.7,1,Lost,12.28308069812987,Sleeping Customer
12516,100.0,1,2,1,1312.06,2,Lost,3.266776781417519,Sleeping Customer
12517,51.0,2,5,2,2502.84,3,At Risk,1.6660561585229345,E1 Sleepy Customer
12518,23.0,5,5,2,2056.89,3,Potential Loyalist,0.7513586597260293,E0 Main Customer
12519,86.0,1,1,1,340.84,1,Lost,2.809428032019066,E2 Asleep Customer
12520,102.0,1,5,2,2634.26,3,At Risk,3.332112317045869,Sleeping Customer
12521,165.0,1,1,1,599.68,1,Lost,5.390181689338906,Sleeping Customer
12522,62.0,2,2,1,192.72,1,Lost,2.0254016044788616,E1 Sleepy Customer
12523,42.0,3,11,4,1789.77,2,Others,1.372046248195358,E0 Main Customer
12524,32.0,4,8,3,4485.72,4,Loyal Customers,1.045368570053606,E0 Main Customer
12526,23.0,5,3,1,1316.66,2,New Customers,0.7513586597260293,E0 Main Customer
12527,104.0,1,3,1,348.71000000000004,1,Lost,3.3974478526742193,Sleeping Customer
12528,32.0,4,6,3,1933.48,2,Potential Loyalist,1.045368570053606,E0 Main Customer
12530,82.0,1,4,2,1662.28,2,Lost,2.678756960762365,E2 Asleep Customer
12531,37.0,3,1,1,125.22,1,About To Sleep,1.2087074091244818,E0 Main Customer
12532,53.0,2,1,1,349.83000000000004,1,Lost,1.731391694151285,E1 Sleepy Customer
12534,153.0,1,1,1,1089.18,2,Lost,4.998168475568804,Sleeping Customer
12535,114.0,1,2,1,716.35,1,Lost,3.7241255308159715,Sleeping Customer
12536,66.0,2,3,1,12601.830000000002,5,At Risk,2.156072675735562,E1 Sleepy Customer
12538,52.0,2,1,1,363.95,1,Lost,1.6987239263371097,E1 Sleepy Customer
12539,45.0,3,4,2,5568.35,4,Others,1.4700495516378835,E0 Main Customer
12540,42.0,3,17,4,13400.24,5,Loyal Customers,1.372046248195358,E0 Main Customer
12541,52.0,2,3,1,981.18,2,Lost,1.6987239263371097,E1 Sleepy Customer
12544,59.0,2,1,1,372.7,1,Lost,1.927398301036336,E1 Sleepy Customer
12545,98.0,1,2,1,1000.39,2,Lost,3.2014412457891686,Sleeping Customer
12546,69.0,2,2,1,1161.5,2,Lost,2.2540759791780878,E1 Sleepy Customer
12547,220.0,1,2,1,207.79999999999998,1,Lost,7.186908919118541,Sleeping Customer
12548,189.0,1,1,1,95.19999999999999,1,Lost,6.17420811687911,Sleeping Customer
12550,102.0,1,1,1,964.83,2,Lost,3.332112317045869,Sleeping Customer
12551,380.0,1,1,1,168.0,1,Lost,12.413751769386572,Sleeping Customer
12552,61.0,2,2,1,437.82,1,Lost,1.9927338366646865,E1 Sleepy Customer
12553,31.0,4,10,4,3692.28,4,Champions,1.0127008022394308,E0 Main Customer
12556,73.0,2,2,1,603.71,1,Lost,2.3847470504347887,E1 Sleepy Customer
12557,39.0,3,5,2,11990.960000000001,5,Others,1.2740429447528323,E0 Main Customer
12558,30.0,4,1,1,269.96,1,New Customers,0.9800330344252556,New Customer
12559,333.0,1,2,1,561.71,1,Lost,10.878366682120337,Sleeping Customer
12560,28.0,4,3,1,2134.01,3,Potential Loyalist,0.9146974987969052,E0 Main Customer
12561,325.0,1,1,1,238.85,1,Lost,10.617024539606936,Sleeping Customer
12562,31.0,4,7,3,3781.7400000000002,4,Loyal Customers,1.0127008022394308,E0 Main Customer
12564,284.0,1,1,1,456.9,1,Lost,9.277646059225754,Sleeping Customer
12565,311.0,1,1,1,145.92,1,Lost,10.159675790208484,Sleeping Customer
12566,109.0,1,1,1,351.65,1,Lost,3.560786691745095,Sleeping Customer
12567,45.0,3,10,4,9401.28,5,Loyal Customers,1.4700495516378835,E0 Main Customer
12569,25.0,5,32,5,4124.69,4,Champions,0.8166941953543797,E0 Main Customer
12571,62.0,2,2,1,519.61,1,Lost,2.0254016044788616,E1 Sleepy Customer
12572,31.0,4,2,1,1020.42,2,New Customers,1.0127008022394308,E0 Main Customer
12573,250.0,1,1,1,160.54000000000002,1,Lost,8.166941953543796,Sleeping Customer
12574,338.0,1,1,1,218.45,1,Lost,11.041705521191213,Sleeping Customer
12576,58.0,2,5,2,1315.83,2,Lost,1.894730533222161,E1 Sleepy Customer
12577,58.0,2,3,1,657.8,1,Lost,1.894730533222161,E1 Sleepy Customer
12578,44.0,3,2,1,2794.51,3,Need Attention,1.4373817838237082,E0 Main Customer
12579,101.0,1,1,1,440.42,1,Lost,3.2994445492316937,Sleeping Customer
12580,269.0,1,1,1,415.7,1,Lost,8.787629542013125,Sleeping Customer
12581,62.0,2,1,1,197.71,1,Lost,2.0254016044788616,E1 Sleepy Customer
12582,261.0,1,2,1,511.36,1,Lost,8.526287399499724,Sleeping Customer
12583,25.0,5,15,4,7281.38,4,Champions,0.8166941953543797,E0 Main Customer
12584,26.0,5,9,3,2338.15,3,Potential Loyalist,0.8493619631685548,E0 Main Customer
12585,257.0,1,2,1,2040.1,3,At Risk,8.395616328243023,Sleeping Customer
12586,40.0,3,1,1,196.94000000000003,1,About To Sleep,1.3067107125670074,E0 Main Customer
12587,30.0,4,1,1,144.0,1,New Customers,0.9800330344252556,New Customer
12588,62.0,2,1,1,214.89999999999998,1,Lost,2.0254016044788616,E1 Sleepy Customer
12589,51.0,2,2,1,646.68,1,Lost,1.6660561585229345,E1 Sleepy Customer
12590,234.0,1,2,1,9864.26,5,At Risk,7.644257668516993,Sleeping Customer
12591,340.0,1,1,1,452.84999999999997,1,Lost,11.107041056819563,Sleeping Customer
12592,115.0,1,2,1,437.6,1,Lost,3.7567932986301464,Sleeping Customer
12593,131.0,1,3,1,418.09999999999997,1,Lost,4.279477583656949,Sleeping Customer
12594,60.0,2,10,4,3338.2200000000003,3,At Risk,1.9600660688505112,E1 Sleepy Customer
12596,74.0,2,2,1,618.27,1,Lost,2.4174148182489636,E1 Sleepy Customer
12597,42.0,3,4,2,3811.22,4,Others,1.372046248195358,E0 Main Customer
12598,32.0,4,8,3,3023.08,3,Potential Loyalist,1.045368570053606,E0 Main Customer
12599,52.0,2,7,3,1032.58,2,At Risk,1.6987239263371097,E1 Sleepy Customer
12600,51.0,2,10,4,2599.04,3,At Risk,1.6660561585229345,E1 Sleepy Customer
12601,212.0,1,5,2,577.0600000000001,1,Lost,6.92556677660514,Sleeping Customer
12602,81.0,1,1,1,153.12,1,Lost,2.6460891929481902,E2 Asleep Customer
12603,44.0,3,1,1,739.1999999999999,1,About To Sleep,1.4373817838237082,E0 Main Customer
12604,102.0,1,2,1,254.18,1,Lost,3.332112317045869,Sleeping Customer
12607,83.0,1,1,1,1579.51,2,Lost,2.7114247285765405,E2 Asleep Customer
12609,101.0,1,3,1,1126.85,2,Lost,3.2994445492316937,Sleeping Customer
12610,45.0,3,5,2,2099.54,3,Need Attention,1.4700495516378835,E0 Main Customer
12611,75.0,2,1,1,1193.32,2,Lost,2.450082586063139,E1 Sleepy Customer
12612,97.0,1,1,1,704.0400000000001,1,Lost,3.168773477974993,Sleeping Customer
12613,80.0,2,5,2,3344.38,3,At Risk,2.613421425134015,E2 Asleep Customer
12614,300.0,1,1,1,315.6,1,Lost,9.800330344252556,Sleeping Customer
12615,25.0,5,4,2,2291.19,3,Potential Loyalist,0.8166941953543797,E0 Main Customer
12616,118.0,1,2,1,713.3,1,Lost,3.854796602072672,Sleeping Customer
12617,52.0,2,1,1,355.53,1,Lost,1.6987239263371097,E1 Sleepy Customer
12618,44.0,3,1,1,177.31,1,About To Sleep,1.4373817838237082,E0 Main Customer
12619,39.0,3,9,3,3641.24,3,Need Attention,1.2740429447528323,E0 Main Customer
12620,37.0,3,3,1,1339.41,2,About To Sleep,1.2087074091244818,E0 Main Customer
12621,24.0,5,20,5,13689.67,5,Champions,0.7840264275402045,E0 Main Customer
12622,255.0,1,1,1,180.1,1,Lost,8.330280792614673,Sleeping Customer
12623,299.0,1,1,1,305.1,1,Lost,9.767662576438381,Sleeping Customer
12624,129.0,1,2,1,641.13,1,Lost,4.214142048028599,Sleeping Customer
12625,234.0,1,2,1,2683.82,3,At Risk,7.644257668516993,Sleeping Customer
12626,46.0,3,9,3,6620.48,4,Loyal Customers,1.5027173194520587,E1 Sleepy Customer
12627,33.0,4,7,3,4478.53,4,Loyal Customers,1.078036337867781,E0 Main Customer
12628,27.0,4,3,1,786.46,1,New Customers,0.8820297309827301,E0 Main Customer
12630,32.0,4,2,1,1270.88,2,New Customers,1.045368570053606,E0 Main Customer
12631,80.0,2,1,1,640.5,1,Lost,2.613421425134015,E2 Asleep Customer
12633,81.0,1,4,2,2163.98,3,At Risk,2.6460891929481902,E2 Asleep Customer
12635,112.0,1,2,1,1689.18,2,Lost,3.658789995187621,Sleeping Customer
12637,90.0,1,8,3,6021.9,4,At Risk,2.940099103275767,E2 Asleep Customer
12638,56.0,2,1,1,671.69,1,Lost,1.8293949975938104,E1 Sleepy Customer
12639,261.0,1,1,1,486.1,1,Lost,8.526287399499724,Sleeping Customer
12640,46.0,3,3,1,1174.58,2,About To Sleep,1.5027173194520587,E1 Sleepy Customer
12641,138.0,1,1,1,185.9,1,Lost,4.5081519583561755,Sleeping Customer
12642,48.0,2,3,1,1013.26,2,Lost,1.568052855080409,E1 Sleepy Customer
12643,151.0,1,6,3,3344.64,3,At Risk,4.932832939940453,Sleeping Customer
12644,152.0,1,1,1,477.91,1,Lost,4.965500707754629,Sleeping Customer
12645,56.0,2,4,2,1775.18,2,Lost,1.8293949975938104,E1 Sleepy Customer
12646,27.0,4,2,1,1346.97,2,New Customers,0.8820297309827301,E0 Main Customer
12647,45.0,3,12,4,3722.82,4,Loyal Customers,1.4700495516378835,E0 Main Customer
12648,177.0,1,1,1,318.05,1,Lost,5.7821949031090085,Sleeping Customer
12649,130.0,1,3,1,623.51,1,Lost,4.2468098158427745,Sleeping Customer
12650,26.0,5,1,1,314.44,1,New Customers,0.8493619631685548,New Customer
12651,357.0,1,1,1,114.0,1,Lost,11.662393109660542,Sleeping Customer
12652,354.0,1,1,1,919.98,2,Lost,11.564389806218017,Sleeping Customer
12653,171.0,1,2,1,2209.85,3,At Risk,5.586188296223957,Sleeping Customer
12654,33.0,4,5,2,601.98,1,New Customers,1.078036337867781,E0 Main Customer
12656,40.0,3,5,2,4051.17,4,Others,1.3067107125670074,E0 Main Customer
12657,34.0,3,4,2,1643.18,2,About To Sleep,1.1107041056819564,E0 Main Customer
12658,41.0,3,1,1,686.05,1,About To Sleep,1.3393784803811826,E0 Main Customer
12659,52.0,2,1,1,91.68,1,Lost,1.6987239263371097,E1 Sleepy Customer
12660,34.0,3,1,1,245.1,1,About To Sleep,1.1107041056819564,E0 Main Customer
12662,23.0,5,11,4,3849.78,4,Champions,0.7513586597260293,E0 Main Customer
12664,31.0,4,9,3,4881.88,4,Loyal Customers,1.0127008022394308,E0 Main Customer
12665,347.0,1,1,1,63.0,1,Lost,11.33571543151879,Sleeping Customer
12667,81.0,1,1,1,620.13,1,Lost,2.6460891929481902,E2 Asleep Customer
12668,34.0,3,4,2,3807.15,4,Others,1.1107041056819564,E0 Main Customer
12669,173.0,1,3,1,2744.0299999999997,3,At Risk,5.651523831852307,Sleeping Customer
12670,33.0,4,5,2,2996.05,3,Potential Loyalist,1.078036337867781,E0 Main Customer
12672,352.0,1,1,1,225.89999999999998,1,Lost,11.499054270589665,Sleeping Customer
12673,28.0,4,2,1,610.52,1,New Customers,0.9146974987969052,E0 Main Customer
12674,61.0,2,4,2,1970.6,3,At Risk,1.9927338366646865,E1 Sleepy Customer
12676,47.0,2,6,3,1331.39,2,At Risk,1.5353850872662338,E1 Sleepy Customer
12678,65.0,2,12,4,17628.46,5,Cannot Lose Them,2.1234049079213873,E1 Sleepy Customer
12679,81.0,1,4,2,1113.02,2,Lost,2.6460891929481902,E2 Asleep Customer
12680,23.0,5,4,2,862.81,1,New Customers,0.7513586597260293,E0 Main Customer
12681,37.0,3,22,5,13787.54,5,Loyal Customers,1.2087074091244818,E0 Main Customer
12682,26.0,5,31,5,12288.22,5,Champions,0.8493619631685548,E0 Main Customer
12683,27.0,4,15,4,8476.57,5,Champions,0.8820297309827301,E0 Main Customer
12684,30.0,4,7,3,2283.63,3,Potential Loyalist,0.9800330344252556,E0 Main Customer
12685,51.0,2,6,3,2863.08,3,At Risk,1.6660561585229345,E1 Sleepy Customer
12686,394.0,1,1,1,89.14,1,Lost,12.871100518785024,Sleeping Customer
12688,136.0,1,1,1,4873.8099999999995,4,At Risk,4.442816422727826,Sleeping Customer
12689,48.0,2,2,1,1247.61,2,Lost,1.568052855080409,E1 Sleepy Customer
12690,228.0,1,1,1,389.01,1,Lost,7.448251061631943,Sleeping Customer
12691,51.0,2,6,3,1035.8,2,At Risk,1.6660561585229345,E1 Sleepy Customer
12693,150.0,1,4,2,855.91,1,Lost,4.900165172126278,Sleeping Customer
12694,93.0,1,2,1,869.67,1,Lost,3.0381024067182922,Sleeping Customer
12695,30.0,4,4,2,582.1,1,New Customers,0.9800330344252556,E0 Main Customer
12697,51.0,2,3,1,957.59,2,Lost,1.6660561585229345,E1 Sleepy Customer
12700,30.0,4,4,2,4939.99,4,Others,0.9800330344252556,E0 Main Customer
12701,102.0,1,2,1,797.71,1,Lost,3.332112317045869,Sleeping Customer
12702,42.0,3,1,1,219.0,1,About To Sleep,1.372046248195358,E0 Main Customer
12703,94.0,1,1,1,283.55,1,Lost,3.0707701745324676,Sleeping Customer
12704,30.0,4,8,3,2340.84,3,Potential Loyalist,0.9800330344252556,E0 Main Customer
12705,38.0,3,9,3,6868.29,4,Loyal Customers,1.2413751769386572,E0 Main Customer
12707,314.0,1,1,1,603.42,1,Lost,10.257679093651008,Sleeping Customer
12708,52.0,2,10,4,2712.91,3,At Risk,1.6987239263371097,E1 Sleepy Customer
12709,38.0,3,15,4,9736.52,5,Loyal Customers,1.2413751769386572,E0 Main Customer
12710,119.0,1,3,1,1149.02,2,Lost,3.8874643698868474,Sleeping Customer
12712,51.0,2,13,4,4396.13,4,Cannot Lose Them,1.6660561585229345,E1 Sleepy Customer
12713,23.0,5,1,1,848.55,1,New Customers,0.7513586597260293,New Customer
12714,32.0,4,5,2,4708.86,4,Others,1.045368570053606,E0 Main Customer
12715,129.0,1,1,1,353.86,1,Lost,4.214142048028599,Sleeping Customer
12716,26.0,5,2,1,1053.49,2,New Customers,0.8493619631685548,E0 Main Customer
12717,174.0,1,2,1,1030.98,2,Lost,5.684191599666483,Sleeping Customer
12718,94.0,1,1,1,238.25,1,Lost,3.0707701745324676,Sleeping Customer
12719,28.0,4,2,1,644.95,1,New Customers,0.9146974987969052,E0 Main Customer
12720,25.0,5,25,5,5781.73,4,Champions,0.8166941953543797,E0 Main Customer
12721,54.0,2,6,3,2656.13,3,At Risk,1.7640594619654602,E1 Sleepy Customer
12722,108.0,1,4,2,997.63,2,Lost,3.5281189239309203,Sleeping Customer
12723,26.0,5,5,2,725.07,1,New Customers,0.8493619631685548,E0 Main Customer
12724,28.0,4,4,2,1031.41,2,New Customers,0.9146974987969052,E0 Main Customer
12725,394.0,1,1,1,427.8,1,Lost,12.871100518785024,Sleeping Customer
12726,51.0,2,7,3,2609.1,3,At Risk,1.6660561585229345,E1 Sleepy Customer
12727,33.0,4,7,3,3980.7,4,Loyal Customers,1.078036337867781,E0 Main Customer
12728,94.0,1,4,2,836.33,1,Lost,3.0707701745324676,Sleeping Customer
12729,136.0,1,1,1,453.01,1,Lost,4.442816422727826,Sleeping Customer
12731,46.0,3,12,4,18895.91,5,Loyal Customers,1.5027173194520587,E1 Sleepy Customer
12732,202.0,1,1,1,236.26000000000002,1,Lost,6.5988890984633874,Sleeping Customer
12733,257.0,1,1,1,383.95,1,Lost,8.395616328243023,Sleeping Customer
12734,375.0,1,1,1,110.39999999999999,1,Lost,12.250412930315695,Sleeping Customer
12735,338.0,1,2,1,779.5699999999999,1,Lost,11.041705521191213,Sleeping Customer
12736,355.0,1,1,1,234.0,1,Lost,11.597057574032192,Sleeping Customer
12738,395.0,1,1,1,155.35,1,Lost,12.903768286599199,Sleeping Customer
